MASV,HOTEN,PHAI,NGSINH,DCHI,DT,MACT,MANGANH,SOTCTL,DTBTL
SV3171,Bùi Hồng Thắm,Nam,2003-12-17,Bình Định,0449326944,CQ,CNTT,,
SV3172,Võ Tú Quân Bình,Nam,2000-07-12,Ninh Thuận,0406058035,CLC,CNTT,,
SV3173,Huỳnh Thị Bình,Nữ,2002-08-16,Long An,0726928977,VP,CNTT,,
SV3174,Đỗ Đức Long Diệu,Nữ,2001-01-19,Đà Nẵng,0433962549,VP,CNTT,,
SV3175,Phạm Huy Trúc,Nữ,1998-06-28,Hà Nội,0715674081,CLC,CNTT,,
SV3176,Đặng Thị Bảo,Nam,2000-01-17,Phú Thọ,0939342091,CTTT,CNTT,,
SV3177,Bùi Thành Thúy,Nam,2002-11-17,Bắc Giang,0679922196,CLC,CNTT,,
SV3178,Hoàng Thị Kim Tâm,Nam,1998-09-02,Bình Thuận,0436141498,VP,CNTT,,
SV3179,Bùi Thị Kim Thắng,Nữ,2001-09-21,Thừa Thiên Huế,0708141589,CQ,CNTT,,
SV3180,Trần Tú Bình,Nam,2001-08-20,Đắk Nông,0806252319,VP,CNTT,,
SV3181,Trần Quốc Việt Đức,Nữ,2000-09-28,Bình Phước,0333494343,VP,CNTT,,
SV3182,Đặng Thành Đức Bình,Nữ,2003-06-08,Đồng Tháp,0848136516,CQ,CNTT,,
SV3183,Lê Phương Anh Trúc,Nữ,2002-08-11,Tiền Giang,0387728730,CLC,CNTT,,
SV3184,Hoàng Minh Hà Hồng,Nam,2005-01-11,Bình Định,0911798496,CTTT,CNTT,,
SV3185,Huỳnh Như Quỳnh,Nữ,2005-03-21,Sóc Trăng,0431831216,CLC,CNTT,,
SV3186,Đặng Quốc Việt Khánh,Nữ,2005-04-21,Lâm Đồng,0825409115,CTTT,CNTT,,
SV3187,Phạm Đức Long Trúc,Nữ,2001-04-04,Quảng Ninh,0510498406,VP,CNTT,,
SV3188,Võ Hồng Linh,Nam,2006-01-23,Đắk Lắk,0695820338,CLC,CNTT,,
SV3189,Nguyễn Minh Hà Bình,Nữ,2002-03-17,Thanh Hóa,0374974366,CLC,CNTT,,
SV3190,Lê Hào Nam Tâm,Nữ,2000-03-16,Bắc Kạn,0436274456,VP,CNTT,,
SV3191,Trần Hồng Anh,Nữ,1999-01-10,Điện Biên,0852516484,CLC,CNTT,,
SV3192,Trần Tú Quỳnh,Nữ,2002-04-26,Quảng Nam,0427670834,CLC,CNTT,,
SV3193,Hoàng Huy Tú Linh,Nữ,1999-12-22,Hải Phòng,0999681192,VP,CNTT,,
SV3194,Lê Huy Trang,Nữ,2004-09-06,Lâm Đồng,0516158757,VP,CNTT,,
SV3195,Phạm Thành Đức Thắng,Nam,2001-11-25,Quảng Nam,0853555771,CTTT,CNTT,,
SV3196,Trần Phương Anh Trường,Nữ,2001-12-08,Vĩnh Phúc,0313283307,VP,CNTT,,
SV3197,Đỗ Minh Hà Phượng,Nam,2002-05-05,Thái Bình,0739161768,VP,CNTT,,
SV3198,Hoàng Phương Anh Đức,Nữ,2001-04-22,Khánh Hòa,0558819043,CLC,CNTT,,
SV3199,Lê Thành Trang,Nữ,2005-08-11,Sơn La,0756016847,CLC,CNTT,,
SV3200,Đặng Minh Hà Tú,Nam,1999-12-02,Tiền Giang,0889065890,CLC,CNTT,,
SV3201,Nguyễn Thành Đức Thúy,Nữ,2002-11-06,Hà Nội,0822390126,CLC,CNTT,,
SV3202,Trần Minh Hà Minh,Nam,2005-11-24,Bà Rịa - Vũng Tàu,0551859005,CLC,CNTT,,
SV3203,Hoàng Huy Thúy,Nam,2001-09-08,Bình Thuận,0345182749,CTTT,CNTT,,
SV3204,Hoàng Huy Tú Thùy,Nữ,2005-09-14,TP. Hồ Chí Minh,0942546532,CTTT,CNTT,,
SV3205,Đặng Như Đạt,Nam,2000-03-18,Phú Thọ,0890215270,CQ,CNTT,,
SV3206,Đặng Thị Kim Khải,Nữ,2005-12-16,Tây Ninh,0957171744,CQ,CNTT,,
SV3207,Đỗ Huy Tú Thắng,Nữ,2000-01-07,Kiên Giang,0564882890,CLC,CNTT,,
SV3208,Trần Quốc Việt Hải,Nam,2002-04-27,Trà Vinh,0342857399,CTTT,CNTT,,
SV3209,Huỳnh Văn Thành,Nữ,1999-10-31,Quảng Ninh,0819787980,VP,CNTT,,
SV3210,Phạm Huy Tú Nguyệt,Nữ,1998-11-18,Bình Định,0523745338,VP,CNTT,,
SV3211,Đỗ Như Nam,Nữ,1999-11-09,Thừa Thiên Huế,0398798626,CTTT,CNTT,,
SV3212,Lê Thành Thắm,Nam,2004-04-09,Quảng Ngãi,0565604510,CQ,CNTT,,
SV3213,Đỗ Phương Đức,Nữ,2000-05-17,Hà Giang,0444215910,CLC,CNTT,,
SV3214,Phạm Thị Thùy,Nam,1998-11-22,Hà Giang,0918723309,CTTT,CNTT,,
SV3215,Trần Phương Thắm,Nam,2002-02-23,Cà Mau,0560586866,CQ,CNTT,,
SV3216,Đặng Phương Anh Thắng,Nam,2003-07-11,Cao Bằng,0780220201,VP,CNTT,,
SV3217,Hoàng Thành Hải,Nữ,2005-01-13,Lào Cai,0736104821,CTTT,CNTT,,
SV3218,Võ Văn Thắm,Nữ,2000-01-23,An Giang,0343118156,CQ,CNTT,,
SV3219,Phạm Phương Bình,Nam,2001-12-02,Bắc Ninh,0491378576,VP,CNTT,,
SV3220,Hoàng Thành Nam,Nam,2004-09-30,Thái Bình,0466748272,CQ,CNTT,,
SV3221,Phạm Huy Tân,Nam,2005-06-05,Phú Thọ,0424457567,VP,CNTT,,
SV3222,Võ Minh Hương,Nam,2005-12-09,Bình Thuận,0703477005,VP,CNTT,,
SV3223,Đặng Tú Quân Thúy,Nữ,2003-12-30,Hòa Bình,0670523127,CTTT,CNTT,,
SV3224,Đỗ Văn Huy Thắng,Nữ,2000-11-04,Bắc Giang,0391653654,CQ,CNTT,,
SV3225,Bùi Thị Kim Ngọc,Nữ,2000-09-15,Hà Tĩnh,0629577388,CTTT,CNTT,,
SV3226,Huỳnh Văn Huy Đức,Nữ,2005-06-13,Hà Nam,0637624035,CLC,CNTT,,
SV3227,Võ Huy Hà,Nam,2000-01-27,Quảng Nam,0675093823,CTTT,CNTT,,
SV3228,Phạm Tú Lan,Nữ,2004-12-02,Hải Dương,0526677692,VP,CNTT,,
SV3229,Lê Thành Đức Hà,Nam,1999-03-02,Vĩnh Phúc,0689958551,CTTT,CNTT,,
SV3230,Võ Minh Hà Hà,Nữ,2003-09-30,Đắk Nông,0874923869,CQ,CNTT,,
SV3231,Trần Đức Long Hương,Nữ,1999-08-06,Điện Biên,0814463381,CQ,CNTT,,
SV3232,Bùi Hồng Nguyệt,Nam,2006-04-02,Khánh Hòa,0967979205,VP,CNTT,,
SV3233,Lê Phương Anh Khánh,Nam,1998-07-24,Khánh Hòa,0681972422,CLC,CNTT,,
SV3234,Hoàng Văn Anh,Nam,2000-11-11,Hà Nam,0764879741,VP,CNTT,,
SV3235,Trần Đức Thành,Nữ,2002-08-28,Bắc Ninh,0840964250,VP,CNTT,,
SV3236,Đỗ Đức Long Dương,Nữ,1999-06-03,Lâm Đồng,0738267225,VP,CNTT,,
SV3237,Đỗ Hồng Tân,Nữ,2004-07-29,Quảng Trị,0647178918,VP,CNTT,,
SV3238,Huỳnh Huy Tú Thắm,Nam,2003-06-10,Hà Giang,0597786779,CLC,CNTT,,
SV3239,Lê Hồng Diệu,Nam,2003-09-20,Cần Thơ,0535932607,CTTT,CNTT,,
SV3240,Hoàng Hồng Hương,Nam,2001-04-13,Quảng Ninh,0982632386,CTTT,CNTT,,
SV3241,Hoàng Hào Nam Quang,Nữ,2000-10-23,Lai Châu,0458199450,CLC,CNTT,,
SV3242,Hoàng Thị Kim Tâm,Nữ,1999-09-10,Lào Cai,0726650512,CQ,CNTT,,
SV3243,Lê Văn Huy Tân,Nam,1999-10-16,Hà Nội,0582351275,CLC,CNTT,,
SV3244,Đặng Văn Trúc,Nam,2003-01-13,Bắc Kạn,0707388289,CQ,CNTT,,
SV3245,Bùi Tú Quân Đức,Nam,2005-05-17,Long An,0648723043,VP,CNTT,,
SV3246,Nguyễn Phương Ngân,Nam,1998-06-28,Hải Phòng,0832907623,CLC,CNTT,,
SV3247,Đỗ Như Ngân,Nam,2003-08-05,Hà Giang,0892065819,CQ,CNTT,,
SV3248,Đỗ Tú Quân Khải,Nam,2005-07-08,Bình Định,0309111226,CLC,CNTT,,
SV3249,Đỗ Thị Trúc,Nữ,2005-12-14,Đồng Nai,0591824845,VP,CNTT,,
SV3250,Hoàng Thị Hương,Nữ,2000-11-16,Hà Nội,0449718932,CLC,CNTT,,
SV3251,Nguyễn Văn Huy Hà,Nữ,1998-06-27,Thừa Thiên Huế,0998405554,CQ,CNTT,,
SV3252,Lê Phương Anh Thùy,Nữ,2001-11-19,TP. Hồ Chí Minh,0655916188,VP,CNTT,,
SV3253,Đỗ Quốc Việt Nam,Nữ,2003-04-17,Thanh Hóa,0948276383,VP,CNTT,,
SV3254,Bùi Tú Quân Linh,Nam,1999-11-28,Đồng Tháp,0573048229,CLC,CNTT,,
SV3255,Huỳnh Huy Nguyệt,Nữ,2000-08-25,Quảng Trị,0579073653,VP,CNTT,,
SV3256,Phạm Quốc Việt Dương,Nam,2004-06-26,Lâm Đồng,0990747686,CLC,CNTT,,
SV3257,Đặng Đức Bảo,Nữ,1998-09-27,Ninh Bình,0828631281,CQ,CNTT,,
SV3258,Hoàng Tú Quân Trúc,Nam,2004-02-17,Vĩnh Phúc,0367029879,CQ,CNTT,,
SV3259,Đặng Phương Anh Hải,Nữ,2005-10-30,Hậu Giang,0426470833,CTTT,CNTT,,
SV3260,Bùi Phương Linh,Nam,2004-10-22,Phú Yên,0357572030,VP,CNTT,,
SV3261,Huỳnh Tú Quân Thắng,Nữ,2003-01-20,Quảng Nam,0980692960,CLC,CNTT,,
SV3262,Trần Hồng Minh,Nam,1999-02-10,Quảng Nam,0903253566,CQ,CNTT,,
SV3263,Đỗ Quốc Việt Thắng,Nam,2001-09-08,Phú Thọ,0640894017,CLC,CNTT,,
SV3264,Huỳnh Phương Hương,Nữ,2003-07-09,Đồng Nai,0798304634,VP,CNTT,,
SV3265,Võ Văn Huy Đạt,Nữ,2006-02-06,Khánh Hòa,0364921154,CTTT,CNTT,,
SV3266,Đặng Văn Huy Thảo,Nam,2005-06-28,Quảng Nam,0316482539,CLC,CNTT,,
SV3267,Bùi Như Tú,Nữ,2004-01-27,Thái Bình,0884378279,CQ,CNTT,,
SV3268,Đỗ Thành Đạt,Nam,2000-10-28,TP. Hồ Chí Minh,0971518331,VP,CNTT,,
SV3269,Đặng Như Ngân,Nữ,1998-07-12,Lâm Đồng,0514012200,CLC,CNTT,,
SV3270,Đỗ Thành Minh,Nữ,1999-01-20,Bình Dương,0410956373,VP,CNTT,,
SV3271,Bùi Thành Đức Tâm,Nam,1999-10-06,Kon Tum,0370861204,VP,CNTT,,
SV3272,Bùi Văn Huy Trúc,Nữ,2005-07-25,Vĩnh Phúc,0584172238,CLC,CNTT,,
SV3273,Võ Thị Linh,Nữ,2003-01-24,Bắc Kạn,0465024768,CLC,CNTT,,
SV3274,Hoàng Hồng Hương,Nữ,2003-05-12,Hà Nam,0553814648,CQ,CNTT,,
SV3275,Hoàng Quốc Việt Duy,Nam,2003-05-17,Hưng Yên,0996175960,CLC,CNTT,,
SV3276,Trần Minh Hà Hiếu,Nam,2002-01-31,Hòa Bình,0414053098,CLC,CNTT,,
SV3277,Bùi Văn Huy Hưng,Nam,1999-10-23,Bắc Giang,0968784049,VP,CNTT,,
SV3278,Huỳnh Đức Long Hải,Nữ,2003-08-09,Sơn La,0572679339,CTTT,CNTT,,
SV3279,Bùi Đức Long Tân,Nữ,2001-06-01,Quảng Ninh,0521994840,CQ,CNTT,,
SV3280,Trần Huy Ngọc,Nữ,2002-07-30,Vĩnh Long,0870798341,CQ,CNTT,,
SV3281,Phạm Văn Huy Trang,Nam,2003-06-30,Yên Bái,0308446116,VP,CNTT,,
SV3282,Hoàng Phương Anh Hưng,Nam,2004-02-24,TP. Hồ Chí Minh,0605421422,VP,CNTT,,
SV3283,Võ Thành Đức Bảo,Nam,2001-09-04,Bắc Giang,0450849720,CTTT,CNTT,,
SV3284,Huỳnh Phương Anh Tú,Nam,2003-11-07,Bình Dương,0406699998,VP,CNTT,,
SV3285,Đặng Phương Tân,Nam,2005-07-19,Phú Thọ,0643220735,VP,CNTT,,
SV3286,Đặng Đức Long Phương,Nam,2003-01-28,Kon Tum,0960307525,CTTT,CNTT,,
SV3287,Đặng Văn Hoàng,Nữ,2000-06-05,Gia Lai,0670668578,CQ,CNTT,,
SV3288,Đỗ Huy Trường,Nữ,2006-06-17,Quảng Bình,0817196500,CLC,CNTT,,
SV3289,Đặng Thị Kim Anh,Nam,2001-09-02,Vĩnh Long,0539778651,CTTT,CNTT,,
SV3290,Nguyễn Đức Ngân,Nữ,2004-12-18,Vĩnh Phúc,0984484288,CLC,CNTT,,
SV3291,Võ Đức Hiếu,Nam,1999-05-28,Bình Định,0871056536,VP,CNTT,,
SV3292,Trần Đức Long Nam,Nữ,2001-12-14,An Giang,0601706350,CTTT,CNTT,,
SV3293,Hoàng Minh Hà Thảo,Nam,2001-07-25,Cà Mau,0366743578,CLC,CNTT,,
SV3294,Hoàng Văn Huy Trang,Nam,2002-09-17,Quảng Trị,0916592638,CLC,CNTT,,
SV3295,Huỳnh Thành Linh,Nữ,2002-03-01,Hải Dương,0534424145,CTTT,CNTT,,
SV3296,Trần Huy Tú Tú,Nữ,2003-11-21,Phú Yên,0891082795,CQ,CNTT,,
SV3297,Võ Đức Ngân,Nữ,2003-08-22,Vĩnh Long,0991330124,VP,CNTT,,
SV3298,Bùi Thành Đức Hải,Nam,2005-09-18,Bắc Kạn,0681461104,VP,CNTT,,
SV3299,Phạm Minh Nam,Nữ,2006-02-04,Trà Vinh,0465983760,CQ,CNTT,,
SV3300,Bùi Đức Trang,Nữ,2005-03-09,Lào Cai,0537258214,CQ,CNTT,,
SV3301,Trần Tú Quân Minh,Nữ,2000-01-06,Tây Ninh,0315864218,CLC,CNTT,,
SV3302,Nguyễn Như Lan,Nam,1999-01-20,Quảng Bình,0995210021,VP,CNTT,,
SV3303,Trần Hồng Thúy,Nam,2000-06-22,Hòa Bình,0646422699,CLC,CNTT,,
SV3304,Đặng Văn Huy Bảo,Nữ,2005-08-10,Cà Mau,0689883718,CLC,CNTT,,
SV3305,Đỗ Huy Minh,Nam,2005-03-27,Khánh Hòa,0329838875,CLC,CNTT,,
SV3306,Đỗ Minh Thúy,Nam,2003-02-15,Thừa Thiên Huế,0846777830,CTTT,CNTT,,
SV3307,Đỗ Hào Nam Hoàng,Nữ,2004-01-17,Bình Dương,0907410851,CTTT,CNTT,,
SV3308,Trần Hào Nam Tâm,Nam,2003-03-09,Bình Thuận,0599767405,VP,CNTT,,
SV3309,Hoàng Tú Diệu,Nữ,2005-01-19,Hải Phòng,0923784897,CLC,CNTT,,
SV3310,Nguyễn Minh Đức,Nam,1999-10-11,Khánh Hòa,0697256208,CTTT,CNTT,,
SV3311,Hoàng Thị Quang,Nam,1999-06-29,Phú Thọ,0433128553,CLC,CNTT,,
SV3312,Bùi Hào Nam Lan,Nam,2003-04-26,Cao Bằng,0467060576,VP,CNTT,,
SV3313,Nguyễn Tú Quân Nam,Nam,1998-10-27,Điện Biên,0661959826,CTTT,CNTT,,
SV3314,Huỳnh Đức Khải,Nam,1999-03-01,Tây Ninh,0944044609,CQ,CNTT,,
SV3315,Đỗ Hào Nam Hưng,Nữ,1998-08-19,Cần Thơ,0569666485,CLC,CNTT,,
SV3316,Huỳnh Như Hòa,Nam,2003-10-22,An Giang,0947428882,CTTT,CNTT,,
SV3317,Bùi Văn Thắng,Nam,1999-06-15,Bạc Liêu,0485526873,VP,CNTT,,
SV3318,Võ Phương Anh Hưng,Nữ,2001-07-07,Hậu Giang,0344405880,CQ,CNTT,,
SV3319,Hoàng Huy Tú Bảo,Nam,1998-11-28,TP. Hồ Chí Minh,0966303218,CLC,CNTT,,
SV3320,Lê Văn Huy Bảo,Nam,2003-12-10,Vĩnh Long,0504681414,CQ,CNTT,,
SV3321,Hoàng Như Duy,Nữ,2002-06-17,Bến Tre,0698639699,VP,CNTT,,
SV3322,Lê Thành Đức Mai,Nữ,2003-01-17,Long An,0865610117,VP,CNTT,,
SV3323,Hoàng Thành Đức Trúc,Nữ,1999-04-08,Phú Yên,0896949271,VP,CNTT,,
SV3324,Hoàng Huy Tú Khải,Nữ,2004-01-27,Sơn La,0328459195,CQ,CNTT,,
SV3325,Trần Thành Trang,Nam,2005-04-20,Hải Phòng,0898023659,CQ,CNTT,,
SV3326,Võ Như Trang,Nữ,2002-12-15,Hòa Bình,0901676921,VP,CNTT,,
SV3327,Đỗ Thành Đức Trang,Nữ,2002-07-01,Đắk Lắk,0547947798,VP,CNTT,,
SV3328,Hoàng Như Thắng,Nữ,2003-02-24,Quảng Ninh,0373336083,CTTT,CNTT,,
SV3329,Trần Văn Tâm,Nữ,2004-10-25,Hà Nam,0832534464,CLC,CNTT,,
SV3330,Đặng Quốc Việt Thúy,Nam,1998-11-16,Kon Tum,0545492232,CTTT,CNTT,,
SV3331,Huỳnh Huy Tú Thúy,Nữ,2004-02-06,Quảng Trị,0505181178,CLC,CNTT,,
SV3332,Đỗ Thị Diệu,Nam,2000-09-29,Bắc Kạn,0602362387,VP,CNTT,,
SV3333,Đỗ Thị Kim Đức,Nam,2004-10-30,Bình Phước,0960597176,CQ,CNTT,,
SV3334,Nguyễn Thành Ngân,Nam,2003-02-15,Ninh Bình,0996429712,VP,CNTT,,
SV3335,Võ Văn Huy Dương,Nữ,2002-12-15,Lâm Đồng,0340922678,CTTT,CNTT,,
SV3336,Đặng Văn Nam,Nam,2004-04-13,Hưng Yên,0983131569,CTTT,CNTT,,
SV3337,Đặng Hồng Lan,Nam,2002-11-18,Sơn La,0850276525,CQ,CNTT,,
SV3338,Đặng Thành Tú,Nữ,2002-07-17,Bà Rịa - Vũng Tàu,0474656944,CQ,CNTT,,
SV3339,Hoàng Hào Nam Nguyệt,Nữ,2002-10-18,Quảng Bình,0899228335,CTTT,CNTT,,
SV3340,Hoàng Như Khải,Nam,2005-07-16,Thừa Thiên Huế,0563318906,CTTT,CNTT,,
SV3341,Bùi Hồng Anh,Nữ,2003-04-02,Lai Châu,0559468114,VP,CNTT,,
SV3342,Trần Thành Đức Khải,Nữ,2001-06-06,Quảng Nam,0666321833,VP,CNTT,,
SV3343,Bùi Phương Anh Thành,Nam,2001-04-16,Bình Định,0722718849,CLC,CNTT,,
SV3344,Hoàng Hào Nam Khánh,Nữ,2000-06-02,Yên Bái,0959768492,CTTT,CNTT,,
SV3345,Huỳnh Phương Hòa,Nam,1998-07-27,Đắk Lắk,0359264517,CLC,CNTT,,
SV3346,Lê Hồng Thúy,Nữ,2000-07-06,Hà Giang,0757377167,CTTT,CNTT,,
SV3347,Võ Như Nam,Nữ,2004-06-07,Bình Định,0695993035,CTTT,CNTT,,
SV3348,Lê Thành Đức Nguyệt,Nam,2003-09-10,Bà Rịa - Vũng Tàu,0787111754,CTTT,CNTT,,
SV3349,Đỗ Minh Trang,Nữ,2004-03-15,Cà Mau,0448283491,VP,CNTT,,
SV3350,Bùi Tú Quân Khánh,Nam,2001-05-25,Hải Phòng,0866184620,VP,CNTT,,
SV3351,Nguyễn Đức Minh,Nữ,2001-01-03,Đắk Nông,0455306634,CQ,CNTT,,
SV3352,Huỳnh Phương Hương,Nam,2003-08-23,Quảng Ninh,0959951024,VP,CNTT,,
SV3353,Đỗ Hào Nam Nam,Nam,2004-03-22,Hậu Giang,0861977059,CTTT,CNTT,,
SV3354,Đặng Đức Thắng,Nam,1999-06-27,Nam Định,0865133889,CTTT,CNTT,,
SV3355,Nguyễn Tú Hiếu,Nam,1999-06-08,Hải Dương,0755166360,VP,CNTT,,
SV3356,Huỳnh Như Nam,Nam,2004-08-11,Bắc Ninh,0867279089,VP,CNTT,,
SV3357,Hoàng Đức Phương,Nữ,2002-10-13,Nghệ An,0895360739,CTTT,CNTT,,
SV3358,Đỗ Quốc Việt Khải,Nữ,2005-09-28,Thừa Thiên Huế,0345247099,VP,CNTT,,
SV3359,Đỗ Minh Hà Quỳnh,Nam,2001-03-10,Tây Ninh,0741129533,CLC,CNTT,,
SV3360,Nguyễn Hồng Thắm,Nam,2004-11-20,Bình Định,0655525751,CLC,CNTT,,
SV3361,Huỳnh Như Phúc,Nữ,1999-01-17,Thái Bình,0940113909,VP,CNTT,,
SV3362,Huỳnh Phương Thắm,Nam,2002-09-20,Quảng Nam,0787335121,CQ,CNTT,,
SV3363,Đỗ Đức Long Trúc,Nữ,2000-03-30,Sơn La,0677116847,CQ,CNTT,,
SV3364,Phạm Tú Quân Trúc,Nam,1999-02-28,Quảng Ngãi,0430983866,CLC,CNTT,,
SV3365,Hoàng Như Thắng,Nam,2004-09-09,Đà Nẵng,0543369997,CLC,CNTT,,
SV3366,Lê Hào Nam Linh,Nữ,1999-05-30,Đồng Tháp,0827186269,CTTT,CNTT,,
SV3367,Trần Thành Đức Dương,Nữ,2005-06-26,Lào Cai,0486679916,CQ,CNTT,,
SV3368,Bùi Văn Đạt,Nam,2005-12-06,Hưng Yên,0389478994,CTTT,CNTT,,
SV3369,Võ Thành Dương,Nam,2006-05-26,Bến Tre,0805266386,CLC,CNTT,,
SV3370,Phạm Thị Thùy,Nữ,2004-06-07,Cà Mau,0913242953,CQ,CNTT,,
SV3371,Võ Thị Kim Tuấn,Nam,2006-06-15,Tiền Giang,0896868088,CLC,CNTT,,
SV3372,Huỳnh Văn Huy Trúc,Nam,1998-08-08,Tuyên Quang,0350810199,VP,CNTT,,
SV3373,Phạm Huy Ngân,Nữ,2005-01-27,Cà Mau,0544432880,CLC,CNTT,,
SV3374,Đỗ Huy Tú Đức,Nam,2000-07-15,Vĩnh Long,0411618863,CLC,CNTT,,
SV3375,Phạm Hào Nam Tâm,Nữ,2003-12-19,Tiền Giang,0537720380,CTTT,CNTT,,
SV3376,Hoàng Thị Kim Bình,Nam,2000-06-05,Nam Định,0525049077,VP,CNTT,,
SV3377,Bùi Minh Quang,Nữ,2001-04-06,Kon Tum,0903869794,CTTT,CNTT,,
SV3378,Hoàng Thành Đức Mai,Nam,2005-04-19,An Giang,0440088573,VP,CNTT,,
SV3379,Trần Huy Tú Hải,Nữ,2003-03-18,Cần Thơ,0843035456,CQ,CNTT,,
SV3380,Hoàng Hào Nam Thảo,Nữ,2006-03-10,Bắc Kạn,0831743626,CTTT,CNTT,,
SV3381,Đỗ Hồng Anh,Nam,2002-10-07,Cà Mau,0543317802,CLC,CNTT,,
SV3382,Nguyễn Thị Phương,Nam,2004-11-22,Quảng Bình,0620690478,CQ,CNTT,,
SV3383,Đặng Tú Quân Khải,Nữ,2000-03-21,Cao Bằng,0419657155,VP,CNTT,,
SV3384,Đỗ Văn Hoàng,Nữ,2004-01-13,Bà Rịa - Vũng Tàu,0637994424,CLC,CNTT,,
SV3385,Đỗ Phương Anh Hương,Nữ,2004-10-14,Quảng Trị,0924108340,CTTT,CNTT,,
SV3386,Bùi Minh Hà Điền,Nam,2006-02-21,Quảng Ninh,0634484614,CQ,CNTT,,
SV3387,Bùi Huy Tú Hiếu,Nam,2001-09-06,Kiên Giang,0624407735,CLC,CNTT,,
SV3388,Trần Thị Phượng,Nam,2005-12-20,Khánh Hòa,0527926499,CTTT,CNTT,,
SV3389,Huỳnh Văn Huy Dương,Nam,2001-11-09,Đắk Lắk,0729002281,CQ,CNTT,,
SV3390,Hoàng Thị Trang,Nữ,2001-12-16,Hải Phòng,0949954867,CTTT,CNTT,,
SV3391,Nguyễn Hào Nam Tâm,Nam,2000-07-08,Quảng Trị,0896740895,CQ,CNTT,,
SV3392,Võ Đức Linh,Nam,1999-03-12,Đồng Nai,0911064046,VP,CNTT,,
SV3393,Phạm Như Hiếu,Nam,2001-11-12,Hà Nam,0911217114,CLC,CNTT,,
SV3394,Lê Văn Nguyệt,Nam,2002-01-21,Đà Nẵng,0676269114,VP,CNTT,,
SV3395,Hoàng Như Duy,Nữ,2000-09-10,Phú Yên,0749668475,CLC,CNTT,,
SV3396,Đặng Đức Long Phượng,Nữ,2001-08-22,Thái Bình,0375271918,CTTT,CNTT,,
SV3397,Lê Thị Điền,Nam,2005-07-13,Thái Bình,0350634043,CLC,CNTT,,
SV3398,Võ Tú Quân Quang,Nữ,2001-11-25,Lạng Sơn,0588889229,CLC,CNTT,,
SV3399,Đỗ Thành Hương,Nam,2005-03-29,Cao Bằng,0889830116,CTTT,CNTT,,
SV3400,Võ Quốc Việt Hòa,Nam,1998-08-03,Sơn La,0439422365,CLC,CNTT,,
SV3401,Bùi Hồng Bình,Nữ,2006-04-03,Gia Lai,0961885119,CQ,CNTT,,
SV3402,Lê Văn Huy Hòa,Nam,2005-09-25,Bắc Kạn,0325746466,CTTT,CNTT,,
SV3403,Hoàng Huy Tú Điền,Nam,2003-03-01,Quảng Ngãi,0874189321,CTTT,CNTT,,
SV3404,Lê Minh Hà Thắm,Nam,2004-02-15,Cần Thơ,0499116585,VP,CNTT,,
SV3405,Võ Hồng Bảo,Nữ,2004-04-17,Bình Dương,0801685053,CLC,CNTT,,
SV3406,Đặng Hào Nam Trúc,Nam,2003-09-06,Hải Dương,0537337817,CLC,CNTT,,
SV3407,Nguyễn Văn Nguyệt,Nam,1998-12-27,Long An,0924323906,VP,CNTT,,
SV3408,Bùi Thành Minh,Nam,1999-12-11,Phú Thọ,0827393873,VP,CNTT,,
SV3409,Trần Đức Long Hòa,Nam,2005-04-07,Tuyên Quang,0633792206,VP,CNTT,,
SV3410,Võ Huy Hồng,Nam,2004-08-14,TP. Hồ Chí Minh,0677599682,CTTT,CNTT,,
SV3411,Hoàng Như Trường,Nữ,2004-11-23,Hà Giang,0524931627,CLC,CNTT,,
SV3412,Đỗ Hào Nam Thúy,Nam,2004-07-14,Vĩnh Phúc,0648613587,VP,CNTT,,
SV3413,Đỗ Thành Đức Bình,Nam,2003-07-04,Vĩnh Long,0505471884,CQ,CNTT,,
SV3414,Hoàng Phương Anh Hoàng,Nữ,2000-02-06,Thanh Hóa,0426991343,CLC,CNTT,,
SV3415,Đặng Thị Kim Thúy,Nữ,2000-04-20,Lạng Sơn,0336053444,CQ,CNTT,,
SV3416,Huỳnh Tú Ngọc,Nữ,2001-07-24,An Giang,0617799149,CLC,CNTT,,
SV3417,Bùi Như Đạt,Nữ,2006-04-12,Bình Phước,0943853317,CLC,CNTT,,
SV3418,Lê Hồng Phong,Nam,2000-05-20,Tây Ninh,0932190083,VP,CNTT,,
SV3419,Võ Như Phong,Nam,2004-10-18,Đắk Lắk,0418348677,VP,CNTT,,
SV3420,Huỳnh Thành Thanh,Nữ,1999-03-08,Đắk Nông,0738255489,VP,CNTT,,
SV3421,Hoàng Tú Quân Thúy,Nam,1999-08-27,Nghệ An,0436321967,CTTT,CNTT,,
SV3422,Đỗ Tú Hòa,Nữ,2003-07-08,Hà Tĩnh,0623175489,CTTT,CNTT,,
SV3423,Đặng Văn Huy Bình,Nam,1998-11-18,Quảng Ninh,0382363313,CLC,CNTT,,
SV3424,Đặng Phương Trang,Nữ,2000-09-04,Đồng Nai,0987847120,CLC,CNTT,,
SV3425,Lê Minh Hà Ngọc,Nữ,2001-05-23,Hà Nam,0639849706,CTTT,CNTT,,
SV3426,Đỗ Huy Tú Thắng,Nữ,2005-01-11,Sơn La,0414639270,CQ,CNTT,,
SV3427,Nguyễn Văn Thúy,Nữ,2001-10-01,Thừa Thiên Huế,0547777533,CLC,CNTT,,
